MedCodeId	Observations	OriginalReadCode	CleansedReadCode	Term	SnomedCTConceptId	SnomedCTDescriptionId	Release	EmisCodeCategoryId
301376012	37873	H22z	H22z.00	Bacterial pneumonia	53084003	88303013		32
301377015	4110	H23	H23..00	Pneumonia due to other specified organisms	312342009	456043010		32
301382010	2199	H23z	H23z.00	Pneumonia due to specified organism NOS	312342009	456043010		32
301386013	53	H240-99	H240.99	Measles pneumonia	195900001	301386013		32
301389018	7	H245	H245.00	Pneumonia with anthrax	195902009	301389018		32
301390010	13	H247	H247.00	Pneumonia with other systemic mycoses	312342009	456043010		32
301391014	1	H2471	H247100	Pneumonia with coccidioidomycosis	195904005	301391014		32
301392019	7	H2472	H247200	Pneumonia with histoplasmosis	38699009	64397019		32
301393012	11	H247z	H247z00	Pneumonia with systemic mycosis NOS	233613009	350060013		32
301394018	57	H24y	H24y.00	Pneumonia with other infectious diseases EC	312342009	456043010		32
301397013	33	H24y1	H24y100	Pneumonia with nocardiasis	195909000	301397013		32
301400016	1494	A521	A521.00	Varicella pneumonitis	195911009	301400016		32
301403019	57	H24yz	H24yz00	Pneumonia with other infectious diseases EC NOS	312342009	456043010		32
301404013	69	H24z	H24z.00	Pneumonia with infectious diseases EC NOS	312342009	456043010		32
301408011	421448	H26	H26..00	Infective pneumonia	312342009	456043010		32
301409015	193114	H260	H260.00	Lobar pneumonia	278516003	415454018		32
301413010	133	H2701	H270100	Influenza with pneumonia, influenza virus identified	195878008	301357010		32
301414016	234	H270z	H270z00	Influenza with pneumonia NOS	195878008	301357010		32
301415015	7471	H271	H271.00	Influenza with other respiratory manifestation	6142004	11203012		32
301416019	1158	H2710	H271000	Influenza with laryngitis	195923003	301416019		32
301417011	2375	H2711	H271100	Influenza with pharyngitis	195924009	301417011		32
301418018	2792	H271z	H271z00	Influenza with respiratory manifestations NOS	6142004	11203012		32
301421016	736	H27y	H27y.00	Influenza with other manifestations	6142004	11203012		32
301423018	1710	H27y1	H27y100	Influenza with gastrointestinal tract involvement	195929004	301423018		32
301424012	80	H27yz	H27yz00	Influenza with other manifestations NOS	6142004	11203012		32
301430012	14653	H2y	H2y..00	Other specified pneumonia or influenza	195878008	301357010		32
301431011	131018	H2z	H2z..00	Pneumonia or influenza NOS	195878008	301357010		32
301437010	53554	H300	H300.00	Tracheobronchitis	13617004	23240014		32
301441014	252641	H30z	H30z.00	Bronchitis NOS	32398004	54101019		32
301444018	144	H310z	H310z00	Simple chronic bronchitis NOS	61937009	102938011		32
301448015	130	H311z	H311z00	Mucopurulent chronic bronchitis NOS	74417001	123588010		32
301455018	401	H312z	H312z00	Obstructive chronic bronchitis NOS	185086009	285100019		32
301456017	278	H313	H313.00	Mixed simple and mucopurulent chronic bronchitis	195953005	301456017		32
301457014	71	H31y	H31y.00	Other chronic bronchitis	63480004	105519017		32
301458016	38	H31yz	H31yz00	Other chronic bronchitis NOS	63480004	105519017		32
301459012	10295	H31z	H31z.00	Chronic bronchitis NOS	63480004	105519017		32
301566010	76	H4600	H460000	Acute bronchitis due to chemical fumes	196020005	301566010		32
301625018	85	H5004	H500400	Empyema with pleural fistula NOS	271503005	406304014		32
301626017	217	H5005	H500500	Empyema with thoracic fistula NOS	271503005	406304014		32
301632010	124	H5010	H501000	Pleural abscess	196067009	301632010		32
301635012	2146	H5013	H501300	Empyema of pleura	58554001	97303014		32
301661011	64	H511z	H511z00	Bacterial pleurisy with effusion NOS	85426002	141595017		32
301680013	683	H53	H53..00	Abscess of lung and mediastinum	196107009	301680013		32
301681012	1094	H5300	H530000	Single lung abscess	196108004	301681012		32
301686019	596	H5303	H530300	Abscess of lung with pneumonia	196112005	301686019		32
301687011	1117	H530z	H530z00	Abscess of lung NOS	73452002	121974010		32
301688018	6	H53z	H53z.00	Abscess of lung and mediastinum NOS	196107009	301680013		32
301801012	713	Hyu00	Hyu0000	[X]Other acute sinusitis	15805002	26785019		32
301802017	1411	Hyu01	Hyu0100	[X]Acute pharyngitis due to other specified organisms	363746003	486416017		32
301803010	3515	Hyu02	Hyu0200	[X]Acute tonsillitis due to other specified organisms	17741008	29982014		32
301809014	734	Hyu08	Hyu0800	[X]Other viral pneumonia	75570004	125510013		32
301810016	21	Hyu09	Hyu0900	[X]Pneumonia due to other aerobic gram-negative bacteria	53084003	88303013		32
301811017	964	Hyu0A	Hyu0A00	[X]Other bacterial pneumonia	53084003	88303013		32
301812012	1009	Hyu0B	Hyu0B00	[X]Pneumonia due to other specified infectious organisms	312342009	456043010		32
301813019	8	Hyu0C	Hyu0C00	[X]Pneumonia in bacterial diseases classified elsewhere	53084003	88303013		32
301814013	6	Hyu0D	Hyu0D00	[X]Pneumonia in viral diseases classified elsewhere	75570004	125510013		32
301815014	10	Hyu0E	Hyu0E00	[X]Pneumonia in mycoses classified elsewhere	233613009	350060013		32
301816010	1	Hyu0F	Hyu0F00	[X]Pneumonia in parasitic diseases classified elsewhere	233620002	350068018		32
301817018	110178	Hyu0G	Hyu0G00	Pneumonia	233604007	350049016		32
301818011	2972	Hyu0H	Hyu0H00	[X]Other pneumonia, organism unspecified	312342009	456043010		32
301819015	748	Hyu1	Hyu1.00	[X]Other acute lower respiratory infections	195742007	301131016		32
301820014	1533	Hyu10	Hyu1000	Acute infective bronchitis	312371005	456072011		32
301821013	219	Hyu11	Hyu1100	[X]Acute bronchiolitis due to other specified organisms	5505005	10187013		32
301825016	376	Hyu22	Hyu2200	[X]Other chronic sinusitis	40055000	66718013		32
301831018	209	Hyu28	Hyu2800	Abscess of pharynx	59707005	99191015		32
316320014	4	Q3104	Q310400	Congenital pneumonia due to pseudomonas	206287004	316320014		32
316323011	22	Q310y	Q310y00	Other specified congenital pneumonia	78895009	130901018		32
316324017	288	Q310z	Q310z00	Congenital pneumonia NOS	78895009	130901018		32
316458014	14	Q4074	Q407400	Neonatal candidiasis of lung	206359006	316458014		32
316898015	43	Qyu31	Qyu3100	Congenital bacterial pneumonia	276693005	412963016		32
316899011	35	Qyu32	Qyu3200	[X]Congenital pneumonia due to other organisms	71926009	119512012		32
347984014	1180	F543	F543.00	Tympanic atelectasis	232258001	347984014		32
348182011	127	A78A1	A78A100	Chlamydial infection of pharynx	232403001	348182011		32
348206016	396	AA1z-2	AA1z.12	Vincent's tonsillitis	232417005	348206016		32
348209011	2578	H140-1	H140.11	Chronic adenoiditis	232420002	348209011		32
348220011	84	AA1z-1	AA1z.11	Vincent's laryngitis	232427004	348220011		32
350040017	3468372	H05z-2	H05z.12	Viral upper respiratory tract infection	281794004	419887019		32
350041018	143985	H30-1	H30..11	Chest infection - unspecified bronchitis	32398004	54101019		32
350044014	658	H060A	H060A00	Acute bronchitis due to mycoplasma pneumoniae	233599001	350044014		32
350051017	48389	H28	H28..00	Atypical pneumonia	233606009	350051017		32
350054013	535	H233	H233.00	Chlamydial pneumonia	233609002	350054013		32
350061012	4	AB670	AB67000	Pulmonary mucormycosis	233614003	350061012		32
350062017	8	AB301	AB30100	Chronic pulmonary coccidioidomycosis	233615002	350062017		32
350063010	1	AB506	AB50600	Pulmonary blastomycosis	233616001	350063010		32
350073012	40	A54x4	A54x400	Herpes simplex pneumonia	233624006	350073012		32
360178015	190	A3830	A383000	Fusobacterial necrotising tonsillitis	240444009	360178015		32
360179011	640	A3830-1	A383011	Lemierre's syndrome	240444009	360179011		32
360534017	1812	AB20-3	AB20.13	Pharyngeal candidiasis	240704003	360534017		32
360623013	1	AB505	AB50500	Chronic pulmonary blastomycosis	240747003	360623013		32
365556016	42	F5015	F501500	Infective otitis externa due to herpes simplex	111856000	365556016		32
395416013	332	AA1z	AA1z.00	Vincent's angina	186963008	2470021018		32
396089010	11934395	H05z	H05z.00	Upper respiratory infection NOS	54150009	89996011		32
396090018	9702637	H06z0	H06z000	Lower respiratory tract infection	50417007	83992015		32
396104016	297	H24	H24..00	Pneumonia with infectious diseases EC	312342009	456043010		32
396105015	166455	H25	H25..00	Bronchopneumonia	396285007	1776258010		32
396106019	445639	H27z	H27z.00	Influenza NOS	6142004	11203012		32
396107011	523302	H30	H30..00	Bronchitis	32398004	54101019		32
399494015	85827	F5011	F501100	Acute infective otitis externa	267665002	399494015		32
399496018	4926205	F502z	F502z00	Otitis externa	3135009	6305018		32
399498017	5942893	F52z	F52z.00	Otitis media	65363002	108597015		32
405110011	45134	F515	F515.00	Eustachian tube salpingitis	270491006	405110011		32
406305010	197	H500	H500.00	Empyema with fistula	271503005	406305010		32
411349018	497	A900-3	A900.13	Congenital syphilitic chronic coryza	275376007	411349018		32
411490016	345895	H060-1	H060.11	Acute wheezy bronchitis	275499005	411490016		32
412576019	34984	H04	H04..00	Acute laryngitis and tracheitis	276443001	412576019		32
412577011	2470	H04-99	H04..99	Acute laryngitis/tracheitis	276443001	412577011		32
424365019	85685	ESCTAC8		Acute infective exacerbation of chronic obstructive airways disease	285381006	424365019		32
442131015	20185	J0836	J083600	Uvulitis	300932000	442131015		32
451130014	42945	H261	H261.00	Basal pneumonia	300999006	442211014		32
451444011	69832	H06z2	H06z200	Recurrent lower respiratory tract infection	448739000	2900007017		32
453299013	14	F030A	F030A00	Encephalitis due to influenza-virus identified	309806000	453299013		32
459416013	1321	H262	H262.00	Postoperative pneumonia	314978007	459416013		32
460161011	94390	16L	16L..00	Influenza-like symptoms	315642008	460161011		27
473798017	126139	F5100-1	F510011	Acute secretory otitis media	359609001	473798017		32
481672015	1460	H1210	H121000	Simple chronic pharyngitis	2365002	481672015		32
481674019	2304	H1212	H121200	Granular pharyngitis	2365002	481674019		32
481813016	17	AA25	AA25.00	Gangosa - tertiary yaws	24078009	481813016		32
481814010	175	AA25-1	AA25.11	Rhinopharyngitis mutilans	24078009	481814010		32
486416017	3224054	H02	H02..00	Acute pharyngitis	363746003	486416017		32
490746013	3032	F5131	F513100	Chronic otitis media with effusion, purulent	38394007	490746013		32
490749018	427	F5131-1	F513111	Chronic secretory otitis media, purulent	38394007	490749018		32
494249013	2	A212	A212.00	Pulmonary tularaemia	45556008	494249013		32
494463016	10	H24y5	H24y500	Pneumonia with toxoplasmosis	46207001	494463016		32
503932010	39054	F512-2	F512.12	Chronic secretory otitis media, mucoid	78868004	503932010		32
504727012	6615	F511-1	F511.11	Chronic secretory otitis media, serous	81564005	504727012		32
506053014	225	H3110	H311000	Purulent chronic bronchitis	84409004	506053014		32
508561017	10622	H310	H310.00	Simple chronic bronchitis	61937009	102938011		32
508562012	1200	H3100	H310000	Chronic catarrhal bronchitis	89549007	508562012		32
579878017	41147	H06z1-2	H06z112	Acute lower respiratory tract infection	195742007	301131016		32
1211907013	1	A310-1	A310.11	Battey disease	186342000	286430012		32
1216638013	3	H244	H244.00	Pneumonia with tularaemia	45556008	1216638013		32
1218996017	7	A9123	A912300	Primary tonsil syphilis	10345003	1218996017		32
1219703018	431	H246	H246.00	Pneumonia with aspergillosis	111900000	1219703018		32
1222332017	1945	H22-1	H22..11	Chest infection - other bacterial pneumonia	53084003	88303013		32
1222333010	1522	H23-1	H23..11	Chest infection - pneumonia organism OS	312342009	456043010		32
1227918017	1652	M0102	M010200	Boil of nasal septum	32179007	1227918017		32
1229247010	2927	A3100	A310000	Pulmonary Mycobacterium avium-intracellulare infection	186342000	2840640011		32
1229598015	29815	H13-1	H13..11	Chronic rhinosinusitis	40055000	1229598015		32
1229740013	1442	H2700	H270000	Influenza with bronchopneumonia	41269000	1229740013		32
1231843013	196	H5014	H501400	Purulent pleurisy	58554001	1231843013		32
1231844019	94	H5016	H501600	Pyothorax	58554001	1231844019		32
1231962012	254	H243-1	H243.11	Pneumonia with pertussis	59475000	1231962012		32
1231963019	441	H243	H243.00	Pneumonia with whooping cough	59475000	1231963019		32
1232627018	248	H202	H202.00	Pneumonia due to parainfluenza virus	64917006	499984015		32
1234028011	219	A7850	A785000	Cytomegaloviral pneumonitis	7678002	1234028011		32
1234579013	16	A9134	A913400	Secondary syphilis of tonsils	81339006	1234579013		32
1479355018	336393	H2B	H2B..00	Community acquired pneumonia	385093006	1479355018		32
1777982019	477	H20y0	H20y000	Severe acute respiratory syndrome	398447004	1777982019		32
1788181018	297	A111	A111.00	Nodular lung tuberculosis	80602006	1788181018		32
2164029012	12173	H231	H231.00	Mycoplasmal pneumonia	46970008	494705012		32
2475601016	35	H0602	H060200	Acute pseudomembranous bronchitis	195714005	2475601016		32
2475602011	7214	H0604	H060400	Acute croupous bronchitis	195714005	2475602011		32
2478755014	70	H0610	H061000	Acute capillary bronchiolitis	5505005	2478755014		32
2579261014	79	H5831	H583100	Tropical eosinophilia	278484009	2579261014		32
2671161016	97	H22y0	H22y000	Escherichia coli pneumonia	51530003	1230992012		32
2674072012	64473	H2C	H2C..00	Hospital acquired pneumonia	425464007	2674072012		32
2765492018	88	H22y3		Pneumonia due to Gram negative bacteria	430395005	2765492018		32
2820795016	12348	H2A	H2A..00	Influenza due to Influenza A virus subtype H1N1	442696006	2820795016		32
2872480010	262	H203	H203.00	Pneumonia due to Human metapneumovirus	445096001	2872480010		32
3514603019	1	^ESCT1165489		Acute noninfective bronchitis	735464006	3514603019		31
3514606010	24	^ESCT1165491		Protracted bacterial bronchitis	735465007	3514606010		31
3517641017	6	^ESCT1172464		Recurrent acute streptococcal tonsillitis	10629231000119109	3517641017		31
3527099016	4	^ESCT1167467		Chronic bronchiolitis	737180005	3527099016		31
34691000006111	11133	F5027	F502700	Chronic non-infective otitis externa	232236003	347956016		32
34701000006111	2261	F513z	F513z00	Other chronic nonsuppurative otitis media NOS	232254004	347978011		32
39221000006111	1895	F5026	F502600	Acute non-infective otitis externa	232232001	347952019		32
60991000006118	266	AA12	AA12.00	Vincent's pharyngitis	186963008	287433015		32
61411000006110	266957	H02-2	H02..12	Viral sore throat NOS	195662009	301028015		32
73091000006118	13876436	H05z-1	H05z.11	Upper respiratory infection	54150009	89996011		32
77591000006116	9735	F514	F514.00	Non-suppurative otitis media	275481002	411469012		32
83211000006113	145	A1246	A124600	Tuberculous pleurisy, confirmed bacteriologically and histologically	186200004	286245015		32
89091000006114	7	A1251	A125100	Tuberculosis of lung, bacteriological and histological examination not done	186204008	286249014		32
100101000006117	607778	H02-3	H02..13	Throat infection - pharyngitis	405737000	2157515013		32
100111000006119	206911	H03-1	H03..11	Throat infection - tonsillitis	17741008	29982014		32
107761000006118	312	A1240	A124000	Tuberculosis of lung, confirmed by sputum microscopy with or without culture	186193001	286237013		32
116801000006110	655935	F52	F52..00	Purulent otitis media	39288006	65880011		32
149921000006113	651	F5111	F511100	Serosanguineous chronic otitis media	86850004	144032012		32
155111000006115	8	AC0-1	AC0..11	Pulmonary schistosomiasis	9228003	16211018		32
162421000006116	219604	H00-6	H00..16	Acute rhinitis	82272006	136468011		32
193491000006112	10867	AB634	AB63400	Pulmonary aspergillosis	6042001	11040014		32
193801000006119	2571	A310	A310.00	Pulmonary disease due to Mycobacteria	84353005	139899017		32
195731000006118	29362	H00-5	H00..15	Pyrexial cold	82272006	504996015		32
216551000006114	1229	SP132	SP13200	Postoperative lower respiratory tract infection	448719004	2899355019		32
218821000006118	1835	H5012	H501200	Pleural empyema	58554001	97303014		32
219291000006113	228	A3By4	A3By400	Pleuropneumonia-like organism (PPLO) infection	46970008	494705012		32
219761000006111	405	AB24-1	AB24.11	Candidal pneumonia	3487004	6881018		32
219771000006116	4010	H22y2	H22y200	Legionella pneumonia	195889001	301372014		32
219801000006119	226	H200	H200.00	Pneumonia due to adenovirus	41207000	68738015		32
219821000006112	4	H230	H230.00	Pneumonia due to Eaton's agent	46970008	494705012		32
219841000006117	971	H222	H222.00	Haemophilus influenzae pneumonia	70036007	116320011		32
219851000006115	213	H222-1	H222.11	Pneumonia due to haemophilus influenzae	70036007	116320011		32
219881000006111	71	H22yX	H22yX00	Pneumonia due to other aerobic gram-negative bacteria	53084003	88303013		32
219921000006115	58	H232	H232.00	Pneumonia due to pleuropneumonia like organisms	195896004	301380019		32
219931000006117	17	H22y1	H22y100	Pneumonia due to proteus	195888009	301371019		32
219971000006119	1809	H224	H224.00	Staphylococcal pneumonia	22754005	38198016		32
219991000006118	232	H2230	H223000	Pneumonia due to streptococcus, group B	195886008	301369019		32
220021000006118	35	H24y0	H24y000	Pneumonia with actinomycosis	195908008	301395017		32
220051000006110	36	H2470	H247000	Pneumonia with candidiasis	3487004	6881018		32
220071000006117	68	H241	H241.00	Pneumonia with cytomegalic inclusion disease	7678002	13688018		32
220111000006113	740	H240	H240.00	Pneumonia with measles	195900001	301386013		32
220131000006119	40	H242	H242.00	Pneumonia with ornithosis	81164001	134668017		32
220181000006118	2422	H24y2	H24y200	Pneumocystosis pneumonia	415125002	2533522015		32
220191000006115	104	H24y3	H24y300	Pneumonia with Q-fever	32286006	1227932015		32
220201000006117	6	H24y4	H24y400	Pneumonia with salmonellosis	2523007	5303018		32
220241000006115	21	H24y6	H24y600	Pneumonia with typhoid fever	45312009	1230217011		32
220251000006118	861	H24y7	H24y700	Chickenpox pneumonia	195911009	301399011		32
229081000006112	98109	H15	H15..00	Peritonsillar abscess	15033003	25521017		32
230901000006114	143	H1y21	H1y2100	Pharynx or nasopharynx cellulitis	23166004	38903015		32
297571000006118	717773	F51	F51..00	Non-suppurative otitis media with eustachian tube disorders	194237006	299008018		32
297581000006115	58783	F514z	F514z00	Nonsuppurative otitis media NOS	275481002	411469012		32
362471000006114	6947	Hyu0	Hyu0.00	[X]Acute upper respiratory infections	54398005	90415012		32
387051000006110	57	Hyu04	Hyu0400	[X]Flu+oth respiratory manifestations,'flu virus identified	6142004	11203012		32
389881000006117	61	Hyu06	Hyu0600	[X]Influenza+oth respiratory manifestatns,virus not identifd	6142004	11203012		32
389891000006119	45	Hyu07	Hyu0700	[X]Influenza+other manifestations, virus not identified	6142004	11203012		32
389901000006115	61	Hyu05	Hyu0500	[X]Influenza+other manifestations,influenza virus identified	6142004	11203012		32
406091000006110	172	FyuP0	FyuP000	[X]Other acute nonsuppurative otitis media	359609001	2670857015		32
406151000006117	442	Hyu03	Hyu0300	Acute upper respiratory infection of multiple sites	78337007	129999014		32
407501000006114	267	FyuP1	FyuP100	[X]Other chronic nonsuppurative otitis media	232254004	347978011		32
417531000006116	397	FyuN3	FyuN300	Bacterial otitis externa	280221000009107	3312005019		32
417571000006118	32	FyuN6	FyuN600	[X]Otitis externa/other infectious+parasitic diseases CE	86981007	144257010		32
455991000006112	15	H060B	H060B00	Acute bronchitis due to coxsackievirus	195725001	301112010		32
456001000006113	19	H060F	H060F00	Acute bronchitis due to echovirus	195729007	301117016		32
456021000006115	1083	H060C	H060C00	Acute bronchitis due to parainfluenza virus	195726000	301114011		32
456031000006117	287	H060D	H060D00	Acute bronchitis due to respiratory syncytial virus	195727009	301115012		32
456591000006112	2773	H043	H043.00	Acute epiglottitis (non-streptococcal)	266337001	396088019		32
457801000006117	663792	H062	H062.00	Acute lower respiratory tract infection	195742007	301131016		32
458531000006114	1112047	F510	F510.00	Acute non-suppurative otitis media	359609001	2670857015		32
458581000006110	21513	F510z	F510z00	Acute nonsuppurative otitis media NOS	359609001	2670857015		32
459581000006119	210709	H02z	H02z.00	Acute pharyngitis NOS	363746003	486416017		32
459811000006111	4	AB406	AB40600	Acute pulmonary histoplasmosis	58524006	97249015		32
460541000006114	25693	F5200	F520000	Acute suppurative otitis media - tympanic membrane intact	14948001	1221147016		32
460551000006111	24095	F5201	F520100	Acute suppurative otitis media - tympanic membrane ruptured	86279000	1235118013		32
460581000006115	12903	F5013	F501300	Acute otitis externa	30250000	50629012		32
460751000006119	1206566	H051	H051.00	Acute upper respiratory infection	54398005	90415012		32
461371000006119	26	F5511	F551100	Adhesions drum head to incus	31700001	1227847011		32
461381000006116	10	F5513	F551300	Adhesions drum head to promontory	39222009	1229504014		32
461391000006118	69	F5512	F551200	Adhesions drum head to stapes	20916007	1222584012		32
488101000006116	1651	H010-1	H010.11	Acute antritis	68272006	500974018		32
488111000006118	742	H130-1	H130.11	Chronic antritis	35923002	486320019		32
519391000006110	8458	H1y10-1	H1y1011	Furuncle of nasal cavity	414304001	2534753010		32
546411000006111	6402472	H06z0-1	H06z011	Acute lower respiratory tract infection	195742007	301131016		32
546421000006115	253	H270-1	H270.11	Chest infection - influenza with pneumonia	195878008	301357010		32
546441000006110	29795	H26-1	H26..11	Chest infection - pnemonia due to unspecified organism	312342009	456043010		32
546451000006112	2944	H21-1	H21..11	Chest infection - pneumococcal pneumonia	266350000	396103010		32
546481000006116	17228	H25-1	H25..11	Chest infection - unspecified bronchopneumonia	396285007	1776258010		32
546491000006118	2163	H20-1	H20..11	Chest infection - viral pneumonia	75570004	125510013		32
546511000006112	118	H24-1	H24..11	Chest infection with infectious disease EC	195902009	301388014		32
555041000006112	1900	H160z	H160z00	Chronic laryngitis NOS	29951006	50120012		32
555461000006119	9611	H3y0	H3y0.00	Chronic obstructive pulmonary disease with acute lower respiratory infection	196001008	301542016		32
555761000006114	92025	F512	F512.00	Chronic otitis media with effusion, mucoid	78868004	130846016		32
555791000006118	37475	F511	F511.00	Otitis media with effusion - serous	81564005	504726015		32
556121000006114	86377	H12	H12..00	Chronic pharyngitis and nasopharyngitis	47841006	79723013		32
556301000006118	2	AB407	AB40700	Chronic pulmonary histoplasmosis	26427008	44261017		32
556811000006111	3385	F522	F522.00	Chronic suppurative otitis media - atticoantral	41954005	1229812011		32
556821000006115	6289	F521	F521.00	Chronic suppurative otitis media - tubotympanic	87665008	1235262012		32
567061000000117	39138	H014	H014.00	Acute rhinosinusitis	431231008	2770065017		32
584551000006113	10	Q3106	Q310600	Congenital pneumonia due to Chlamydia	206289001	316322018		32
584561000006110	14	Q3103	Q310300	Congenital pneumonia due to Escherichia coli	206286008	316318011		32
584571000006115	24	Q3101	Q310100	Congenital pneumonia due to group A haemolytic streptococcus	206284006	316314013		32
584581000006117	123	Q3102	Q310200	Congenital pneumonia due to group B haemolytic streptococcus	206285007	316317018		32
584601000006110	24	Q3100	Q310000	Congenital pneumonia due to staphylococcus	206283000	316313019		32
584611000006113	171	Q3105	Q310500	Congenital pneumonia due to viral agent	276692000	412962014		32
598191000006116	407506	H00-2	H00..12	Acute coryza	82272006	136465014		32
633531000006116	86	H22y0-1	H22y011	E.coli pneumonia	51530003	1230992012		32
640771000006115	156	H500z	H500z00	Empyema with fistula NOS	271503005	406305010		32
640801000006118	23	H501	H501.00	Empyema with no fistula	271504004	406306011		32
640811000006115	5	H501z	H501z00	Empyema with no fistula NOS	271504004	406306011		32
640921000006119	16	F0308	F030800	Encephalitis due to influenza-specific virus not identified	309789002	453273018		32
667611000006110	19252	H00-3	H00..13	Cold	82272006	504996015		32
681741000006111	5094	H1y10	H1y1000	Abscess of nasal septum	111275004	178494016		32
695331000006116	579	H5301	H530100	Multiple lung abscesses	196109007	301682017		32
732621000006115	2	H57y5	H57y500	Lung disease with syphilis	8555001	15107012		32
732651000006112	38	AC21	AC21.00	Echinococcus granulosus infection of lung	75388006	125210014		32
732921000006113	2460	A11-1	A11..11	Lung tuberculosis	154283005	239551014		32
733471000006110	2011148	H06z1	H06z100	Lower resp tract infection	50417007	83992015		32
739941000006111	142477	H21	H21..00	Pneumococcal lobar pneumonia	266350000	396103010		32
755691000006114	1417	PK35	PK35.00	Kartageners syndrome	42402006	1229862018		32
762181000006116	1915447	H27z-1	H27z.11	Flu-like illness	95891005	1235951017		32
778711000006116	241179	H27z-2	H27z.12	Influenza-like illness	95891005	158839016		32
778871000006116	2477	H270	H270.00	Influenza with pneumonia	195878008	301357010		32
779281000006114	508134	2DC3	2DC3.00	Pharyngitis	405737000	2157515013		32
779301000006113	22761	F502z-1	F502z11	Inflammation ear external	3135009	6305018		32
805501000006113	441	A986	A986.00	Gonococcal pharynx infection	74372003	1233737010		32
822181000006114	70	F5015-1	F501511	Herpes simplex- otitis externa	111856000	179027016		32
883681000006115	26629	F510-99	F510.99	Acute nonsupp. otitis media	359609001	883681000006115		32
883721000006110	5073	F515-99	F515.99	Eustachian catarrh	270491006	883721000006110		32
883731000006113	160	F522-99	F522.99	Chronic atticoantral disease	41954005	883731000006113		32
885001000006116	43578	H00-99	H00..99	Coryza	82272006	885001000006116		32
885011000006118	19869	H02-99	H02..99	Pharyngitis	363746003	885011000006118		32
885021000006114	3041	H03-99	H03..99	Mild Tonsillitis	17741008	885021000006114		32
885041000006119	418	H06-99	H06..99	Acute bronchitis/bronchiolitis	10509002	885041000006119		32
885111000006119	2056	H15-99	H15..99	Peritonsillar abscess -quinsey	15033003	885111000006119		32
885151000006118	141	H1y10-99	H1y1099	Abscess of nose (septum)	111275004	885151000006118		32
885191000006112	2703	H21-99	H21..99	Lobar -pneumococcal -pneumonia	266350000	885191000006112		32
885221000006117	60	H243-99	H243.99	Whooping cough pneumonia	59475000	885221000006117		32
885251000006114	205	H270-99	H270.99	Influenza + pneumonia	195878008	885251000006114		32
885261000006111	9	H27y0-99	H27y099	Influenza + encephalopathy	74644004	885261000006111		32
885281000006118	350	H311-99	H311.99	Mucopurulent chr. bronchitis	74417001	885281000006118		32
885461000006112	35	H511-99	H511.99	Bacterial pleural effusion	85426002	885461000006112		32
989171000006116	15	H042-99	H042.99	Acute laryngitis/tracheitis	64375000	989171000006116		32
1001611000006114	3725	H0432	H043200	Acute laryngitis with obstruction	408669002	2470530018		32
1001621000006118	123737	H0432-1	H043211	Croup	71186008	118208010		32
1128141000000118	49223	H2A-1	H2A..11	Influenza A (H1N1) swine flu	442696006	1128141000000118		32
1174251000000119	410	AB636	AB63600	Aspergillus bronchitis	445058002	2871249017		32
1772681000006119	889	EMISNQLO10		Lobar pneumonia	278516003	1772681000006119		32
1772691000006116	237	EMISNQLE6		Left upper zone pneumonia	301002002	442225010		32
1772701000006116	303	EMISNQLI34		Lingular pneumonia	426696003	2674103016		32
1772711000006118	687	EMISNQBA15		Basal pneumonia	300999006	1772711000006118		32
1772721000006114	1321	EMISNQBI5		Bilateral basal pneumonia	425996009	2674104010		32
1772731000006112	1772	EMISNQLE7		Left lower zone pneumonia	301000005	442217013		32
1772741000006119	1628	EMISNQRI4		Right lower zone pneumonia	301001009	442218015		32
1772751000006117	850	EMISNQRI5		Right middle zone pneumonia	301003007	442226011		32
1772761000006115	608	EMISNQRI6		Right upper zone pneumonia	301004001	442232018		32
1772771000006110	1555	EMISNQBR25		Bronchopneumonia	396285007	1772771000006110		32
1787121000006116	43	EMISNQCO132		Community acquired pneumonia	385093006	1787121000006116		32
1787131000006118	12	EMISNQHO51		Hospital acquired pneumonia	425464007	1787131000006118		32
1806411000006119	18347	JHCAC5		Acute otitis media	3110003	6257016		32
1814961000006118	2	A78B-1	A78B.11	Hantavirus cardio-pulmonary syndrome	120639003	179040014		32
1816261000006119	181	H0617	H061700	Acute bronchiolitis due to human metapneumovirus	445102008	2988948018		32
1988651000006113	10	H2Fy		Influenza with othr resp manifestation due to seasonal virus	1033091000000109	2608991000000117		32
1988661000006110	18	H2Fz		Influenza with other manifestations due to seasonl inf virus	1033091000000109	2608991000000117		32
2265611000000111	3	A9910	A991000	Pharyngeal lymphogranuloma venereum	446594000	2390491000000117		32
2500691000006110	20	^ESCTCH250069		Chronic sore throat	140004	1285015		32
2522971000006111	42	^ESCTVI252297		Viral pharyngitis	1532007	3665019		31
2536551000006110	59	^ESCTCH253655		Chronic granular pharyngitis	2365002	5054014		32
2548641000006112	179	^ESCTAO254864		AOM - Acute otitis media	3110003	1227430015		32
2549041000006114	2	^ESCTSW254904		Swimmer's ear	3135009	6304019		32
2549051000006111	93	^ESCTOE254905		OE - Otitis externa	3135009	1227489010		32
2554651000006119	2	^ESCTPU255465		Pulmonary candidosis	3487004	1228216012		32
2564641000006110	78545	^ESCTBR256464		Bronchiolitis	4120002	8354017		32
2595971000006110	8	^ESCTBR259597		Bronchopulmonary aspergillosis	6042001	11041013		32
