MedCodeId	Observations	OriginalReadCode	CleansedReadCode	Term	SnomedCTConceptId	SnomedCTDescriptionId	Release	EmisCodeCategoryId
12972011	140	K1703	K170300	Periurethral cellulitis	7253006	12972011		32
25168017	4775	K2723	K272300	Cellulitis of penis	14812002	25168017		32
32771017	2116	M08A	M08A.00	Cellulitis of axilla	19457002	32771017		32
40768015	11586	M086	M086.00	Cellulitis of ankle	24288004	40768015		32
40845016	22	H1y51	H1y5100	Cellulitis of vocal cords	24347001	40845016		32
48067018	25	H1y71	H1y7100	Cellulitis of larynx	28709001	48067018		32
58130016	5182	K2843	K284300	Cellulitis of scrotum	34830002	58130016		32
62096018	1269	M089	M089.00	Cellulitis of neck	37223007	62096018		32
74483012	71258	A35	A35..00	Erysipelas	44653001	74483012		32
78133018	1468	M083	M083.00	Cellulitis of trunk	46876003	78133018		32
80425016	3091562	M05	M05..00	Impetigo	48277006	80425016		32
85030014	3705	J0851	J085100	Cellulitis of lip	51030006	85030014		32
89101013	10142	M240S	M240S00	Folliculitis decalvans	53593008	89101013		32
89199015	27133	M2443	M244300	Pustular folliculitis	53651004	89199015		32
106922015	35	F4F33	F4F3300	Phlegmonous dacryocystitis	64324003	106922015		32
117333013	13131	M08C	M08C.00	Cellulitis of toe	70637004	117333013		32
128346019	206	M2440	M244000	Folliculitis abscedens et suffodiens	77333008	128346019		32
142214016	2741	M07y1	M07y100	Ecthyma	762694009	3635484018		32
158680013	10988	M038	M038.00	Cellulitis of external ear	232214001	347928014		32
178652010	15	K2802	K280200	Cellulitis of seminal vesicle	111414008	178652010		32
206541013	252643	M08B	M08B.00	Cellulitis of foot	128276007	206541013		32
292538019	10	C10E5-1	C10E511	Type I diabetes mellitus with ulcer	190368000	292538019		32
292540012	272	C10E5	C10E500	Type 1 diabetes mellitus with ulcer	190368000	292540012		32
292579018	1207	C10F4	C10F400	Type 2 diabetes mellitus with ulcer	190389009	292579018		32
292581016	32	C10F4-1	C10F411	Type II diabetes mellitus with ulcer	190389009	292581016		32
298680016	81451	F4G01	F4G0100	Orbital cellulitis	194005002	298680016		32
298954015	313	F5014	F501400	Infective otitis externa due to erysipelas	194202008	298954015		32
298955019	437	F5014-1	F501411	Erysipelas - otitis externa	194202008	298955019		32
298959013	1389	F5017	F501700	Infective otitis externa due to impetigo	194203003	298959013		32
298960015	2917	F5017-1	F501711	Impetigo - otitis externa	194203003	298960015		32
302270018	1049	J0830	J083000	Cellulitis of floor of mouth	196538002	302270018		32
302273016	232	J0831	J083100	Oral soft tissue cellulitis unspecified	8771003	15467019		32
302275011	1635	J0833	J083300	Ludwig's angina	196542004	302275011		32
304679014	26	K404	K404.00	Chronic parametritis and pelvic cellulitis	198159006	304679014		32
304680012	91	K4040	K404000	Chronic female pelvic cellulitis	198160001	304680012		32
304684015	309	K405	K405.00	Parametritis and pelvic cellulitis unspecified	280486004	418100014		32
304686018	236	K4051	K405100	Pelvic cellulitis unspecified	280486004	418100014		32
304687010	4	K405z	K405z00	Parametritis and pelvic cellulitis NOS	280486004	418100014		32
308266016	25518	M02	M02..00	Cellulitis and abscess of finger and toe	200628009	308266016		32
308269011	36505	M020	M020.00	Cellulitis and abscess of finger	200630006	308269011		32
308270012	5262	M0200	M020000	Cellulitis and abscess of finger unspecified	200630006	308269011		32
308281010	2310	M020z	M020z00	Cellulitis and abscess of finger NOS	200630006	308269011		32
308282015	87460	M021	M021.00	Cellulitis and abscess of toe	200638004	308282015		32
308283013	7911	M0210	M021000	Cellulitis and abscess of toe unspecified	200638004	308282015		32
308300010	38693	M030	M030.00	Cellulitis and abscess of face	200645004	308300010		32
308307013	869	M0302	M030200	Cellulitis and abscess of chin	200648002	308307013		32
308308015	969	M0303	M030300	Cellulitis and abscess of submandibular region	200649005	308308015		32
308309011	793	M0304	M030400	Cellulitis and abscess of forehead	200650005	308309011		32
308310018	255	M0305	M030500	Cellulitis and abscess of temple region	200651009	308310018		32
308311019	6685	M082	M082.00	Cellulitis of face	200652002	308311019		32
308312014	2782	M030z	M030z00	Cellulitis and abscess of face NOS	200645004	308300010		32
308316012	15498	M032	M032.00	Cellulitis and abscess of trunk	200655000	308316012		32
308317015	2310	M0320	M032000	Cellulitis and abscess of chest wall	200656004	308317015		32
308318013	9928	M0321	M032100	Cellulitis and abscess of breast	200657008	308318013		32
308319017	2763	M0322	M032200	Cellulitis and abscess of back	200658003	308319017		32
308320011	6157	M0323	M032300	Cellulitis and abscess of abdominal wall	200659006	308320011		32
308321010	13747	M0324	M032400	Cellulitis and abscess of umbilicus	200660001	308321010		32
308322015	227	M0325	M032500	Cellulitis and abscess of flank	200661002	308322015		32
308323013	26281	M0326	M032600	Cellulitis and abscess of groin	200662009	308323013		32
308324019	2095	M0327	M032700	Cellulitis and abscess of perineum	200663004	308324019		32
308325018	205	M032z	M032z00	Cellulitis and abscess of trunk NOS	200655000	308316012		32
308326017	26710	M033	M033.00	Cellulitis and abscess of upper limb	449717009	2913219010		32
308327014	811	M0330	M033000	Cellulitis and abscess of shoulder	200666007	308327014		32
308328016	16627	M0331	M033100	Cellulitis and abscess of axilla	200667003	308328016		32
308329012	1776	M0332	M033200	Cellulitis and abscess of upper arm	200668008	308329012		32
308330019	7906	M0333	M033300	Cellulitis and abscess of elbow	200669000	308330019		32
308331015	7576	M0334	M033400	Cellulitis and abscess of forearm	200670004	308331015		32
308332010	1052	M033z	M033z00	Cellulitis and abscess of arm NOS	200668008	308329012		32
308342012	1655	M0341	M034100	Cellulitis and abscess of wrist	200674008	308342012		32
308343019	11310	M034z	M034z00	Cellulitis of hand	62837005	104432017		32
308344013	17915	M035	M035.00	Cellulitis and abscess of buttock	200676005	308344013		32
308349015	836	M0360	M036000	Cellulitis and abscess of hip	200678006	308349015		32
